pM,M,effective_oil_price,oil,electricity
5.0,45.19774559238635,3.4913074459401323,91.2244996017532,121.9922512609122
5.1923076923076925,44.76814781437431,3.5858218259152235,90.92486865556793,122.34564195855845
5.384615384615385,44.21185510959907,3.6802748386746225,90.63691715699632,122.69432737112305
5.576923076923077,43.500015724402616,3.7744187952601704,90.36063451057734,123.03756798168325
5.769230769230769,42.61434950911142,3.8677679493192008,90.09662974667305,123.37380601770808
5.961538461538462,41.55422562922605,3.9596190428955684,89.8459714761322,123.70078415859852
6.153846153846154,40.3414555337483,4.049155475162834,89.60984548586629,124.01594514287459
6.346153846153847,39.02074085327404,4.135618302344559,89.38911598000456,124.31703250800194
6.538461538461538,37.65479750002479,4.218493815961623,89.1839311074153,124.60270862363436
6.730769230769231,36.31485656688063,4.29765177216705,88.99351136536136,124.872971212215
6.923076923076923,35.068861842797695,4.373381648447134,88.81619767664338,125.12921077881431
7.115384615384615,33.97053438956243,4.446312699014792,88.64974070921764,125.3738861665379
7.307692307692308,33.05216342204757,4.517248962040678,88.49172634238762,125.60994116445406
7.5,32.32264712745968,4.586980559497761,88.33999153163954,125.84017295744158
7.6923076923076925,31.77054601051222,4.656134248768624,88.19290537636522,126.06675609872946
7.884615384615385,31.370467886592543,4.725101666864465,88.0494575613788,126.29103677651088
8.076923076923077,31.090489392711643,4.794048223530313,87.90917484220904,126.51359341174837
8.26923076923077,30.89860137816294,4.862976956439313,87.77193955571391,126.73446898460998
8.461538461538462,30.767020513896462,4.931810490544421,87.63779500488049,126.9534502293569
8.653846153846153,30.674162992490725,5.000460310841122,87.50679821065614,127.17029474239497
8.846153846153847,30.60475988138539,5.068867904291603,87.3789424408829,127.38486049154884
9.038461538461538,30.54887157818684,5.137017548037018,87.25414046670578,127.5971419456231
9.23076923076923,30.50050068767973,5.204929708311779,87.13224434490532,127.80724503347581
9.423076923076923,30.45627305580882,5.2726461417914425,87.01307744467465,128.01533779739137
9.615384615384617,30.414407959304658,5.340215168821402,86.89646257366607,128.22160359334768
9.807692307692308,30.37401678277828,5.40768138566394,86.78223951379294,128.42620956605634
10.0,30.334674702139356,5.475080576011957,86.67027204421676,128.62929195409487
10.192307692307693,30.29618234462172,5.542438642697139,86.56044767063764,128.83095393740123
10.384615384615385,30.2584436277851,5.609772842958949,86.45267369227399,129.03127037879747
10.576923076923077,30.221407569098062,5.67709389002482,86.34687230360494,129.2302949254892
10.76923076923077,30.18504229421874,5.744408032517925,86.24297621792635,129.4280667710289
10.961538461538462,30.14932403422244,5.811718714651918,86.14092535620819,129.62461594111983
11.153846153846153,30.114232648448294,5.879027738076624,86.0406645985843,129.81996694052253
11.346153846153847,30.079749838470246,5.946335999968932,85.9421423699572,130.01414104698623
11.53846153846154,30.045858430345827,6.013643926635058,85.84530979538975,130.20715765111868
11.73076923076923,30.012542073332003,6.080951711698357,85.75012020836625,130.39903499251403
11.923076923076923,29.979785101677184,6.148259439328833,85.65652886171011,130.58979054469046
12.115384615384617,29.947572461902123,6.215567144581881,85.56449274825042,130.77944120962238
12.307692307692308,29.915889667482862,6.282874841456095,85.47397047851527,130.96800341516035
12.5,29.884722765649936,6.3501825353144685,85.38492218757006,131.15549316550315
